ydaSTUVW-rzpR	ydaSp2
ydaSTUVW-rzpR	ydaSp6
racR	racRp4
trkG	trkGp7
trkG	trkGp1
trkG	trkGp8
ynaK-ydaY	ynaKp10
ynaK-ydaY	ynaKp6
ynaK-ydaY	ynaKp8
ynaK-ydaY	ynaKp4
insH-5	insHp3
pinR	pinRp1
uspF	uspFp
ompN	ompNp4
ompN	ompNp6
ompN	ompNp3
micC	micCp
ydbK	ydbKp
ydbK-ompN	ydbKp
ydbK-ompN	ydbKp4
ydbJ	ydbJp1
ydbJ	ydbJp
hslJ	hslJp
ydbH-ynbE-ydbL	ydbHp9
ldhA	ldhAp
feaR	feaRp2
feaR	feaRp1
feaR	feaRp
feaB	feaBp2
feaR	feaRp3
feaB	feaBp1
tynA	tynAp1
tynA	tynAp
paaZ	paaZp
paaABCDEFGHIJK	paaAp
paaXY	paaXp
ydbC	ydbCp1
ydbD	ydbDp
ynbABCD	ynbAp3
ynbABCD	ynbAp5
azoR	azoRp1
azoR	azoRp
azoR	azoRp6
azoR	azoRp8
ydcF	ydcFp3
ydcF	ydcFp4
aldA	aldAp
cybB	cybBp5
cybB	cybBp7
cybB	cybBp6
rydC	rydCp
ydcA	ydcAp6
ydcA	ydcAp7
sokB	sokBp3
mokB	mokBp3
trg	trgp1
ydcI	ydcIp4
ydcJ	ydcJp10
ydcI	ydcIp
ydcJ	ydcJp11
opgD	opgDp4
opgD	opgDp8
opgD	opgDp7
opgD	opgDp9
rimL	rimLp
tehAB	tehAp
ydcK	ydcKp8
ydcL	ydcLp7
ydcL	ydcLp4
ydcL	ydcLp1
ydcL	ydcLp6
ydcL	ydcLp5
ydcN	ydcNp5
ydcP	ydcPp2
hicAB	hicAp
ydcR	ydcRp
ydcSTUV-patD	ydcSp9
ydcSTUV-patD	ydcSp7
ydcSTUV-patD	ydcSp1
patD	patDp3
patD	patDp4
ydcX	ydcXp1
ydcX	ydcXp7
yncL	yncLp4
ydcX	ydcXp9
ydcY	ydcYp3
ydcZ	ydcZp1
curA	yncBp4
mcbR	mcbRp3
yncE	yncEp
yncD	yncDp11
ansP	ansPp1
ansP	ansPp2
yncG	yncGp
pptA	pptAp7
pptA	pptAp6
nhoA	nhoAp2
yddE	yddEp5
narWV	narWp
narZYWV	narZp
narU	narUp1
narU	narUp2
yddJ	yddJp8
yddJ	yddJp9
yddJ	yddJp5
yddJ	yddJp6
yddJ	yddJp1
yddG	yddGp
fdnGHI	fdnGp
adhP	adhPp5
maeA	maeAp4
maeA	maeAp3
sra	srap
bdm-sra	bdmp
osmC	osmCp1
osmC	osmCp2
ddpXABCDF	ddpXp
ddpXABCDF	ddpXp2
ddpXABCDF	ddpXp3
dosP	dosPp3
yddW	yddWp6
gadC	gadCp5
gadC	gadCp6
gadC	gadCp1
gadBC	gadBp
yddB	yddBp6
ydeN	ydeNp7
ydeN	ydeNp3
safA-ydeO	safAp
ydeP	ydePp
ydeR	ydeRp1
hipBA	hipBp
lsrRK	lsrRp
lsrACDBFG-tam	lsrAp
tam	tamp
yneE	yneEp7
yneE	yneEp5
uxaB	uxaBp
uxaB	uxaBp2
yneF	yneFp7
yneJ	yneJp5
yneJ	yneJp6
sad	sadp5
yneK	yneKp6
yneK	yneKp5
ydeA	ydeAp
marC	marCp
marRAB	marRp
ydeE	ydeEp4
ydeE	ydeEp1
yneM	yneMp
mgrR	mgrRp
dgcZ	dgcZp
ydeI	ydeIp1
ydeI	ydeIp6
ydeI	ydeIp5
ydeJ	ydeJp
dcp	dcpp3
ydfG	ydfGp
ydfH	ydfHp
ydfK	ydfKp
ydfK	ydfKp5
pinQ	pinQp1
tfaQ	tfaQp6
nohA-ydfN-tfaQ	nohAp
ynfO-ydfO	ynfOp1
gnsB	gnsBp
ynfN	ynfNp5
ynfN	ynfNp6
cspI	cspIp2
cspI	cspIp
cspF	cspFp7
cspB	cspBp
cspF	cspFp6
cspF	cspFp8
rem	remp1
rem	remp2
relBE-hokD	relBp
flxA	flxAp
dicC-ydfXW	dicCp
ydfABC	ydfAp8
ydfABC	ydfAp6
dicB-ydfDE-insD-intQ	dicBp
ynfA	ynfAp7
ynfA	ynfAp5
ynfA	ynfAp4
ynfB-speG	ynfBp
ynfD	ynfDp6
ynfC	ynfCp9
ynfEFGH-dmsD	ynfEp
ynfK	ynfKp5
ynfK	ynfKp6
mlc-ynfK	mlcp2
mlc	mlcp1
ynfM	ynfMp4
ynfM	ynfMp5
ynfL	ynfLp6
ynfM	ynfMp
asr	asrp
ydgD	ydgDp4
ydgD	ydgDp7
tqsA	tqsAp
pntB	pntBp6
pntAB	pntAp
ydgH	ydgHp5
ydgC	ydgCp3
rstAB	rstAp
tus	tusp2
fumC	fumCp1
fumC	fumCp
fumA	fumAp
fumAC	fumAp
manA	manAp
ydgA	ydgAp
uidC	uidCp5
uidC	uidCp6
uidABC	uidAp
uidR	uidRp
hdhA	hdhAp
malI	malIp
malXY	malXp
add	addp6
ydgJ	ydgJp6
blr	blrp
cnu	cnup9
cnu	cnup10
cnu	cnup8
cnu	cnup7
ydgK-rsxABCDGE-nth	ydgKp
rsxABCDGE-nth	rsxAp
tppB	tppBp
gstA	gstAp
tyrS-pdxY	tyrSp1
tyrS-pdxY	tyrSp2
pdxH-tyrS-pdxY	pdxHp
anmK	anmKp9
slyB	slyBp2
slyB	slyBp1
slyA	slyAp13
slyA	slyAp14
ydhIJK	ydhIp
slyA	slyAp10
sodC	sodCp
ydhF	ydhFp1
ydhF	ydhFp3
ydhL	ydhLp3
nemRA	nemRp
nemRA-gloA	nemRp
gloA	gloAp
lhr	lhrp
grxD	grxD
mepH	ydhOp
sodB	sodBp
purR	purRp
ydhB	ydhBp2
ydhC	ydhCp5
ydhC	ydhCp1
ydhC	ydhCp6
cfa	cfap1
cfa	cfap2
mdtK	mdtKp10
mdtK	mdtKp9
ribC	ribCp5
ydhQ	ydhQp
valVW	valVp
ydhS	ydhSp3
ydhS	ydhSp6
ydhS	ydhSp5
ydhT	ydhTp1
ydhYVWXUT	ydhYp
ydhZ	ydhZp5
ydhZ	ydhZp6
pykF	pykFp
pykF	pykFp2
pykF	pykFp3
pykF	pykFp1
lpp	lppp2
lpp	lpp
ynhG	ynhGp7
ynhG	ynhGp4
sufE	sufEp3
sufABCDSE	sufAp
rydB	rydBp2
rydB	rydBp1
ydiH	ydiHp3
ydiH	ydiHp2
rprA	rprAp
ydiM	ydiMp5
ydiM	ydiMp1
ydiNB-aroD	ydiNp6
ydiP	ydiPp
ppsA	ppsp
ppsR	ppsRp1
ppsR	ppsRp8
ppsR	ppsRp6
aroH	aroHp1
aroH	aroHp2
ydiE	ydiEp5
ydiU	ydiUp
ydiV	ydiVp
nlpC	nlpCp5
nlpC	nlpCp3
ihfA	ihfAp4
pheMST-ihfA	pheMp
pheM	pheMp
rplT	rplTp
rplT-pheM	rplTp
rpmI-rplT	rpmIp
infC-rpmI-rplT	infCp2
infC	infCp
thrS-infC	thrSp
thrS-infC-rpmI-rplT-pheMST-ihfA	thrSp
yniD	yniDp6
ydiY	ydiYp12
ydiY	ydiYp6
ydiY	ydiYp11
pfkB	pfkBp2
pfkB	pfkBp1
yniA	yniAp7
yniA	yniAp1
yniA	yniAp5
yniB	yniBp
yniC	yniCp
ydjM	ydjMp
ydjO	ydjOp9
ydjO	ydjOp7
ydjO	ydjOp10
ydjO	ydjOp4
cedA	cedAp
katE	katEp
chbG	chbGp4
chbG	chbGp5
chbBCARFG	chbBp
osmE	osmEp
nadE	nadEp
cho	chop
ves	vesp
spy	spyp
astE	astEp3
astCADBE	astCp1
astCADBE	astCp3
astCADBE	astCp2
xthA	xthAp
ydjXYZ-ynjABCD	ydjXp5
ydjXYZ-ynjABCD	ydjXp1
ynjE	ynjEp
ynjF	ynjFp
nudG	nudGp3
ynjF	ynjFp6
ynjH	ynjHp
ynjH	ynjHp2
gdhA	gdhAp1
ynjI	ynjIp5
ynjI	ynjIp4
ynjI	ynjIp1
selD-topB	selDp1
selD-topB	selDp2
ydjA-selD-topB	ydjAp
sppA	sppAp6
ydjE	ydjEp5
ydjE	ydjEp6
ydjF	ydjFp7
ydjF	ydjFp1
gapA	gapAp7
gapA	gapAp6
msrB	msrBp6
gapA	gapAp4
msrB	msrBp5
gapA	gapAp3
gapA-yeaD	gapAp2
gapA	gapAp1
yeaE	yeaEp
mipA	mipAp
yeaGH	yeaGp2
yeaGH	yeaGp1
yeaI	yeaIp6
yeaI	yeaIp5
yeaJ	yeaJp6
yeaL	yeaLp
yeaN	yeaNp4
yeaM	yeaMp6
yeaM	yeaMp1
yeaN	yeaNp9
yeaO	yeaOp4
yeaO	yeaOp3
yeaP	yeaPp
yeaP	yeaPp3
yoaF	yoaFp10
yeaQ	yeaQp3
yeaQ	yeaQp1
yeaR-yoaG	yeaRp
leuE	leuEp4
leuE	leuEp
dmlA	dmlAp4
dmlR	dmlRp3
rnd	rndp
fadD-sroD	fadDp
yeaY	yeaYp
yoaB	yoaBp2
yoaB	yoaBp4
yoaC	yoaCp1
yoaC	yoaCp6
yoaC	yoaCp7
pabB-nudL	pabBp7
pabB-nudL	pabBp6
yoaH	yoaHp1
sdaA	sdaAp
yoaE	yoaEp
manXYZ	manXp
mntP	mntPp
rlmA	rlmAp9
cspC	cspCp8
yobF-cspC	yobFp2
yobF-cspC	yobFp1
mgrB	mgrBp
yobH	yobHp4
kdgR	kdgRp8
kdgR	kdgRp9
yebQ	yebQp4
yebQ	yebQp5
kdgR	kdgRp1
htpX	htpXp
prc	prcp1
yebST	yebSp5
yebST	yebSp6
yebV	yebVp2
yebV	yebVp6
yebV	yebVp1
yebV	yebVp5
yebW	yebWp3
yebW	yebWp6
ryeA	ryeAp
pphA	pphAp
holE	holEp5
holE	holEp4
holE	holEp6
yobB-exoX	yobBp8
yobB-exoX	yobBp5
ptrB	ptrBp
yebE	yebEp
purT	purTp5
yebG	yebGp
purT	purTp3
eda	edap3
eda	edap2
eda	edap1
edd-eda	eddp1
zwf	zwfp
yebK	yebKp2
pykA	pykAp2
pykA	pykAp1
lpxM	lpxMp4
mepM	yebAp1
mepM	yebAp6
mepM	yebAp5
znuCB	znuCp
znuA	znuAp
ruvB	ruvBp1
ruvB	ruvBp1
ruvB	ruvBp3
ruvB	ruvBp3
ruvB	ruvBp4
ruvB	ruvBp4
ruvAB	ruvAp2
ruvAB	ruvAp2
ruvAB	ruvAp1
ruvAB	ruvAp1
yebB	yebBp1
yebB	yebBp2
ruvC	ruvCp
yebC-ruvC	yebCp
nudB-yebC-ruvC	nudBp
aspS	aspSp
yecDE	yecDp8
aspS	aspSp1
yecDE	yecDp7
yecDE	yecDp4
cutC	cutCp
cutC	cutCp2
yecM	yecMp3
yecM	yecMp2
argS	argSp4
yecT	yecTp3
flhBAE	flhBp
tar-tap-cheRBYZ	tarp
cheW	cheWp5
motAB-cheAW	motAp
flhC	flhCp3
flhDC	flhDp
flhDC	flhDp2
insA-5AB-5B-5	insA-5p
uspC	uspCp8
uspC	uspCp9
uspC	uspCp2
uspC	uspCp6
uspC	uspCp5
uspC	uspCp4
otsA	otsAp
otsBA	otsBp2
otsBA	otsBp
araH	araHp7
araFGH	araFp2
araFGH	araFp
ftnB	ftnBp
ftnB	ftnBp2
yecJ	yecJp4
azuC	azuCp
yecR	yecRp
ftnA	ftnAp
tyrP	tyrPp2
yecH	yecHp3
tyrP	tyrPp1
yecH	yecHp5
cysT-leuZ	leuZp3
glyW-cysT-leuZ	glyWp
uvrC	uvrCp3
uvrYC	uvrYp2
yecF	yecFp
sdiA	sdiAp6
sdiA	sdiAp4
sdiA	sdiAp3
sdiA	sdiAp2
sdiA	sdiAp8
sdiA	sdiAp1
yecC	yecCp3
dcyD-yecSC	dcyDp
fliAZY	fliAp2
fliAZY	fliAp1
fliC	fliCp
fliDST	fliDp
amyA	amyAp
yedEF	yedEp8
yedD	yedDp5
fliE	fliEp1
fliE	fliEp
fliFGHIJK	fliFp1
fliFGHIJK	fliFp
fliLMNOPQR	fliLp1
fliLMNOPQR	fliLp2
rcsA	rcsAp
dsrB	dsrBp5
dsrA	dsrAp
yodC	yodCp7
yodC	yodCp6
yedI	yedIp3
yedI	yedIp2
yedJ	yedJp3
yedJ	yedJp4
rseX	rseXp
hchA	hchAp2
hchA	hchAp
yedV	yedVp6
yedX	hiuHp6
yedYZ	yedYp4
zinT	zinTp
yodB	yodBp15
yodB	yodBp14
yodB	yodBp16
yodB	yodBp13
serU	serUp
mtfA	mtfAp1
asnT	asnTp
yeeJ	yeeJp8
shiA	shiAp11
shiA	shiAp
amn	amnp1
yeeN	yeeNp7
yeeN	yeeNp4
yeeO	yeeOp7
yeeO	yeeOp1
asnU	asnUp
yeeO	yeeOp6
cbl	cblp
nac	nacp
asnV	asnVp
erfK	erfKp4
cobT	cobTp8
cobUST	cobUp1
cobUST	cobUp2
insH-6	insHp2
insH-6	insHp4
flu	flup
flu	flup1
flu	flup2
yeeX	yeeXp4
yeeA	yeeAp6
sbmC	sbmCp2
sbmC	sbmCp1
sbcB	sbcBp
yeeED	yeeEp
plaP	yeeFp2
yeeZ	yeeZp7
yeeZ	yeeZp5
yefM-yoeB	yefMp
hisLGDCBHAFI	hisLp
hisL	hisLp
hisBHAFI	hisBp
wzzB	cldp9
wzzB	cldp6
wzzB	cldp7
wzzB	cldp10
ugd	ugdp9
gnd	gndp
insH-7	insHp6
insH-7	insHp5
insH-7	insHp4
wbbK	wbbKp4
wbbH	rfcp8
wbbH	rfcp10
wbbH	rfcp7
wbbH	rfcp11
rfbX	rfbXp6
rfbX	rfbXp5
rfbX	rfbXp8
rfbX	rfbXp7
galF	galFp
wcaM	wcaMp1
wzxC	wzxCp5
wza-wzb-wzc	wzap2
wza-wzb-wzc-wcaAB	wzap
yegH	yegHp
alkA	alkAp
yegD	yegDp2
yegI	yegIp8
yegJ	yegJp7
yegJ	yegJp8
yegI	yegIp9
yegI	yegIp7
sibA	sibAp
sibB	sibBp
mdtABCD-baeSR	mdtAp
yegQ	yegQp1
cyaR	cyaRp
ogrK	ogrKp5
yegRZ	yegRp
yegS	yegSp6
yegS	yegSp5
yegS	yegSp7
yegS	yegSp8
gatZABCD	gatZp
gatYZABCD	gatYp
fbaB	fbaBp
yegTUV	yegTp
yegX	yegXp1
yegX	yegXp6
thiD	thiDp3
thiMD	thiMp
rcnAB	rcnAp
rcnR	rcnRp
rcnB	rcnBp
yehA	yehAp6
yehE	yehEp7
yehE	yehEp8
yehE	yehEp1
mrp	mrpp2
mrp	mrpp7
metG	metGp
molR_1	molR_1p
yehK	yehKp1
yehLMPQ	yehLp3
mlrA	mlrAp6
mlrA	mlrAp9
mlrA	mlrAp
yohO	yohOp6
osmF-yehYXW	osmFp
dld	dldp7
bglX	bglXp
dld	dldp6
pbpG	pbpGp7
pbpG	pbpGp5
yohC	yohCp4
yohC	yohCp3
yohD	yohDp2
dusC	dusCp
yohJK	yohJp4
yohJK	yohJp
cdd	cddp
sanA-yeiS	sanAp3
preTA	yeiTp
mglC	mglCp5
mglC	mglCp9
mglC	mglCp6
mglAC	mglAp
mglBAC	mglBp
galS	galSp
yeiB	yeiBp2
folE-yeiB	folEp
yeiG	yeiGp6
cirA	cirAp1
cirA	cirAp2
lysP	lysPp
yeiE	yeiEp7
yeiE	yeiEp6
yeiH	yeiHp7
yeiE	yeiEp5
nfo	nfop
yeiI	yeiIp2
rihB	rihBp
yeiL	yeiLp
psuT	psuTp2
psuG	psuGp4
fruBKA	fruBp
setB	setBp2
setB	setBp3
yeiW	yeiWp
yeiW	yeiWp7
yeiP	yeiPp
yeiW	yeiWp6
yeiQ	yeiQp5
yeiQ	yeiQp6
yeiR-lpxT	yeiRp3
mepS	mepSp
rtn	rtnp1
yejABEF	yejAp
yejG	yejGp5
yejG	yejGp8
rsuA	rsuAp2
rsuA	rsuAp3
yejH	yejHp
rplY	rplYp3
rplY	rplYp5
rplY	rplYp6
yejK	yejKp5
proL	proLp
yejO	yejOp
narP	narPp
ccmH	ccmHp1
napFDAGHBC-ccmABCDEFGH	napFp1
napFDAGHBC-ccmABCDEFGH	napFp2
napFDAGHBC	napFp3
eco	ecop5
eco	ecop7
mqo	mqop8
mqo	mqop5
mqo	mqop1
yojI	yojIp
alkB	alkBp
ada-alkB	adap
apbE	apbEp1
ompC	ompCp1
ompC	ompCp2
ompC	ompCp3
micF	micFp
rcsDB	rcsDp
rcsB	rcsBp1
rcsB	rcsBp2
rcsC	rcsCp5
rcsC	rcsCp4
atoDAEB	atoDp
yfaP	yfaPp4
gyrA	gyrAp
ubiG	ubiGp
yfaL	yfaLp8
yfaL	yfaLp1
yfaL	yfaLp3
yfaL	yfaLp7
nrdAB-yfaE	nrdAp
yfaE	yfaEp2
yfaE	yfaEp1
inaA	inaAp
glpTQ	glpTQp
glpABC	glpABCp
yfaD-ypaA	yfaDp5
yfaU	rhmAp3
yfaY	yfaYp
yfaZ	yfaZp5
yfaZ	yfaZp4
nudI	nudIp3
ais	aisp8
ais	aisp7
ais	aisp4
pmrD	pmrDp4
pmrD	pmrDp3
menBCE	menBp
rbn	rbnp4
elaA	elaAp3
elaA	elaAp4
elaD	elaDp8
yfbL	yfbLp5
yfbL	yfbLp3
yfbL	yfbLp9
yfbK	yfbKp3
yfbL	yfbLp10
yfbL	yfbLp7
yfbK	yfbKp7
yfbO	yfbOp5
yfbO	yfbOp6
yfbN	yfbNp8
yfbO	yfbOp1
yfbN	yfbNp1
yfbP	yfbPp7
nuoN	nuoNp1
nuoABCEFGHIJKLMN	nuoAp2
nuoABCEFGHIJKLMN	nuoAp1
lrhA	lrhAp
alaA	alaAp9
alaA-yfbR	alaAp7
yfbR	yfbRp3
yfbR	yfbRp4
ackA	ackAp
yfcI	yfcIp8
yfcI	yfcIp7
hisJQMP	hisJp
argT-hisJQMP	argTp
cvpA-purF-ubiX	cvpAp2
cvpA-purF-ubiX	cvpAp1
dedD	dedDp2
dedD	dedDp3
accD	accDp
dedA	dedAp2
usg-truA-dedA	usgp
pdxB-usg-truA-dedA	pdxBp
flk	flKp
yfcJ	yfcJp2
fabB	fabBp
yfcL	yfcLp5
smrB	smrBp6
smrB	smrBp4
yfcV	yfcVp9
yfcV	yfcVp7
yfcV	yfcVp8
yfcV	yfcVp6
sixA	sixAp
fadIJ	fadIp
yfcZ	yfcZp
fadL	fadLp
yfdF	yfdFp4
yfdF	yfdFp9
yfdF	yfdFp7
yfdF	yfdFp8
mlaA	mlaAp
argW	argWp
intS	intSp5
intS	intSp
yfdGHI	yfdGp4
yfdPQ	yfdPp5
yfdPQ	yfdPp6
yfdPQ	yfdPp9
dsdC	dsdCp
dsdXA	dsdXp
dsdA	dsdAp
emrY	emrYp1
emrKY	emrKp
evgAS	evgAp2
evgAS	evgAp1
oxc	oxcp10
oxc	oxcp11
frc	frcp
yfdX-frc-oxc-yfdVE	yfdXp
ypdI	ypdIp1
yfdY	yfdYp5
yfdY	yfdYp6
lpxP	lpxPp
alaC	alaCp
fryA	fryAp6
glk	glkp1
yfeO	yfeOp1
glk	glkp
mntH	mntHp
nupC	nupCp
insL-3	insLp5
yfeA	yfeAp5
yfeA	yfeAp6
alaWX	alaWp
alaWX	alaXp5
alaWX	alaXp2
alaWX	alaXp4
yfeCD	yfeCp5
yfeCD	yfeCp4
yfeCD	yfeCp3
yfeCD	yfeCp
gltX	gltXp3
gltX	gltXp2
gltX	gltXp1
valUXY-lysV	valUp
xapR	xapRp1
xapR	xapRp1
xapR	xapRp2
xapR	xapRp2
xapAB	xapAp
yfeH	yfeHp5
yfeH	yfeHp3
yfeR	yfeRp1
ligA-ypeB	ligAp
cysZ	cysZp1
zipA	zipAp9
cysK	cysKp2
cysK	cysKp1
ptsHI-crr	ptsHp5
ptsHI-crr	ptsHp4
ptsHI-crr	ptsHp3
ptsHI-crr	ptsHp2
ptsHI-crr	ptsHp1
crr	crrp2
crr	crrpI
yfeKS	yfeKp
pdxK	pdxKp1
cysPUWAM	cysPp
ucpA	ucpAp1
ucpA	ucpAp2
murQP	murQp1
murQP	murQp2
murR	murRp
yfeX	yfeXp3
yfeX	yfeXp5
yfeYX	yfeYp
yfeZ	yfeZp3
amiA-hemF	amiAp
hemF	hemFp
intZ	intZp3
yffOP	yffOp8
yffOP	yffOp7
yffOP	yffOp
yffOP	yffOp1
yffQR	yffQp1
yffQR	yffQp3
yffS	yffSp4
talA-tktB	talAp2
talA-tktB	talAp1
talA	talAp
tktB	tktBp
ypfG	ypfGp4
ypfG	ypfGp3
narQ	narQp
acrD	acrDp
acrD	acrDp2
ypfM	ypfMp
ypfM	ypfMp2
dapE-ypfN	dapEp
tmcA	tmcAp5
purC	purCp
bamC	bamCp
dapA-bamC	dapAp
gcvR	gcvRp
bcp	bcpp
hyfABCDEFGHIJR-focB	hyfAp
bepA-yfgD	bepAp2
bepA-yfgD	bepAp1
upp-uraA	uppp
purMN	purMp
ppk-ppx	ppkp5
ppk-ppx	ppkp
ppk-ppx	ppkp6
yfgF	yfgFp
yfgG	yfgGp7
yfgG	yfgGp6
yfgG	yfgGp5
yfgG	yfgGp
yfgHI	yfgHp10
guaBA	guaBp
xseA	xseAp
bamB-der	bamBp
yfgM	yfgMp3
yfgM	yfgMp2
yfgM	yfgMp1
hisS	hisSp
ispG-sroE	ispGp1
ispG-sroE	ispGp4
ispG-sroE	ispGp5
rodZ	rodZp1
rodZ	rodZp2
ndk	ndkp4
pbpC	pbpCp2
pbpC	pbpCp1
yfhM-pbpC	yfhMp
sseA	sseAp
ryfA	ryfAp11
iscX	iscXp3
hscBA-fdx-iscX	hscBp
iscA	iscAp7
iscA	iscAp6
iscRSUA	iscRp
yfhR	yfhRp4
yfhR	yfhRp2
csiE	csiEp
hcaT	hcaTp1
hcaT	hcaTp6
hcaT	hcaTp7
hcaR	hcaRp
hcaEFCBD	hcaEp
yphB	yphBp3
yphB	yphBp2
glyA	glyAp
hmp	hmpAp
glnB	glnBp1
glnB	glnBp2
glnB	glnBp3
glrK	glrKp
glmY	glmYp1
glmY	glmYp2
purL	purLp
mltF	mltFp
pgpC-tadA	pgpCp
yfhH	yfhHp5
ohsC	ohsCp
acpS	acpSp2
acpS	acpSp3
pdxJ-acpS	pdxJp
rnc-era	rncp
rnc-era-recO-pdxJ-acpS	rncp
lepB	lepBp1
lepAB	lepAp
rseABC	rseAp3
rpoE-rseABC	rpoEp2
rpoE-rseABC	rpoEp1
nadB	nadBp
yfiC	yfiCp3
srmB	srmBp4
yfiE	yfiEp7
grcA	yfiDp
ung	ungp
trxC	trxCp
pka	pkap
pssA	pssAp4
pssA	pssAp6
yfiM	yfiMp2
kgtP	kgtPp7
kgtP	kgtPp6
kgtP	kgtPp8
rrsG-gltW-rrlG-rrfG	rrsGp2
rrsG-gltW-rrlG-rrfG	rrsGp1
clpB	clpBp
ryfD	ryfDp
bamD	bamDp2
bamD	bamDp
raiA	raiAp
pheLA	pheLp
aroF-tyrA	aroFp
yfiL	yfiLp9
yfiL	yfiLp8
yfiL	yfiLp10
yfiRN	yfiRp7
yfiRN	yfiRp8
yfiRN	yfiRp6
yfiRNB	yfiRp5
yfiRN	yfiRp3
rplS	rplSp1
rpsP-rimM-trmD-rplS	rpsPp
ypjD	ypjDp4
ffh	ffhp
ypjD	ypjDp5
grpE	grpEp
nadK	nadKp2
recN	recNp
bamE	bamEp
smpB	smpBp5
ssrA	ssrAp2
ssrA	ssrAp
yfjH	yfjHp3
yfjH	yfjHp2
yfjI	yfjIp9
yfjI	yfjIp8
yfjI	yfjIp10
yfjI	yfjIp3
yfjJ	yfjJp6
rnlAB	rnlAp2
rnlA	rnlAp
yfjM	yfjMp3
rnlB	rnlBp
rnlB	rnlBp2
yfjPQ	yfjPp8
yfjPQ	yfjPp5
yfjPQ	yfjPp6
yfjW	yfjWp5
yfjXY-ypjJ-yfjZ-ypjF	yfjXp2
ypjA	ypjAp8
ypjB	ypjBp
csiD-lhgO-gabDTP	csiDp
gabDTP	gabDp2
gabDTP	gabDp1
csiR	csiRp3
csiR	csiRp5
ygaU	ygaUp4
yqaE	yqaEp
stpA	stpAp1
stpA	stpAp2
stpA	stpAp3
alaE	alaEp1
alaE	alaEp11
ygaM	ygaMp
ygaC	ygaCp
nrdHIEF	nrdHp
proVWX	proVp1
proVWX	proVp2
proVWX	proVp3
ygaZH	ygaZp8
mprA-emrAB	mprAp
micA	micAp
luxS	luxSp2
luxS	luxSp1
serV-argVYZQ	serVp
csrA	csrAp5
csrA	csrAp4
csrA	csrAp3
csrA	csrAp2
csrA	csrAp1
alaS	alaSp
recAX	recAp
recA	recAp
pncC	pncCp
srlAEBD-gutM-srlR-gutQ	srlAp
srlR	srlRp
norR	norRp
norVW	norVp
hypF	hypFp2
hypF	hypFp3
hydN-hypF	hydNp
ascG	ascGp
ascFB	ascFp
hycI	hycIp4
hycABCDEFGHI	hycAp
hypABCDE	hypAp
hypABCDE-fhlA	hypAp
hypBCDE	hypBp
hypBCDE-fhlA	hypBp
ygbA	ygbAp
mutS	mutSp
pphB	pphBp1
ygbI	ygbIp6
ygbI	ygbIp5
ygbK	ygbKp
ygbLM	ygbLp5
ygbLM	ygbLp4
ygbN	ygbNp2
rpoS	rpoSp1
rpoS	rpoSp2
rpoS	rpoSp3
rpoS	rpoSp4
rpoS	rpoSp
nlpD-rpoS	nlpDp2
nlpD-rpoS	nlpDp1
umpG-pcm	surEp2
ispF	ispFp2
ispF	ispFp3
ftsB	ftsBp
ygbE	ygbEp3
cysC	cysCp3
cysDNC	cysDp
iap	iapp7
iap	iapp6
cas2	ygbFp
casABCDE12	casp
cysJIH	cysJp
ygcNOP	ygcNp3
ygcU	ygcUp5
ygcW	ygcWp11
ygcW	ygcWp12
yqcE-ygcE	yqcEp6
ygcG	ygcGp7
queE	queEp7
ygcG	ygcGp6
eno	enop4
eno	enop6
eno	enop7
eno	enop1
eno	enop2
eno	enop3
pyrG-eno	pyrGp
pyrG-eno	pyrGp2
pyrG-eno	pyrGp1
mazG	mazGp4
mazEFG	mazEp2
mazEFG	mazEp1
relA-mazEF	relAp1
relA-mazEF	relAp2
rlmD	rlmDp
gudD	gudDp1
yqcA	yqcAp5
csrB	csrBp
queF	queFp
syd	sydp2
sdaCB	sdaCp
ygdG	ygdGp2
fucAO	fucAp
fucPIKUR	fucPp
ygdD	ygdDp2
gcvA	gcvAp
gcvB	gcvBp
csdAE	csdAp3
ygdI	ygdIp7
ygdI	ygdIp10
mltA	mltAp6
metZWV	metZp
metZWV	metZp
amiC	amiCp7
argA	argAp
amiC	amiCp6
ptrA	ptrAp
ptrA-recBD	ptrAp
recC	recCp
ppdAB-ygdB-ppdC-recC	ppdAp
thyA	thyAp2
rppH-ptsP	rppHp
mutH	mutHp5
mutH	mutHp7
ygdQ	ygdQp3
ygdR	ygdRp5
tas	tasp4
lplT	lplTp3
omrA	omrAp
omrB	omrBp
galR	galRp
lysR	lysRp
lysA	lysAp
ygeA	ygeAp5
araE	araEp
kduI	kduIp5
yqeF	yqeFp1
yqeF	yqeFp8
yqeG	yqeGp1
yqeG	yqeGp5
yqeF	yqeFp11
yqeG	yqeGp8
yqeH	yqeHp5
yqeH	yqeHp4
yqeIJ	yqeIp1
yqeIJ	yqeIp8
yqeIJ	yqeIp7
yqeIJ	yqeIp6
yqeIJ	yqeIp5
yqeK	yqeKp11
yqeK	yqeKp9
yqeK	yqeKp12
ygeH	ygeHp10
ygeI	ygeIp6
ygeI	ygeIp7
ygeI	ygeIp8
glyU	glyUp
ygeR	ygeRp1
xdhABC	xdhAp
xdhABC	xdhAp2
ygeV	ygeVp
ygeW	ygeWp6
ygeW	ygeWp5
ygeW	ygeWp1
hyuA	hyuAp6
hyuA	hyuAp1
mocA	mocAp9
yqeC	yqeCp7
yqeC	yqeCp5
